loss_keV_per_encounter,relative_sigma_v_exposure,ff_mean_window_fraction,hazard_bridge_burnup,baseline_burnup,hazard_bridge_extra_fusion_MeV_per_initial_proton,literature_25pct_extra_fusion_MeV_per_initial_proton,gross_rephase_up_keV_per_proton,recoverable_rephase_down_keV_per_proton
1.0,1.0606055537751486,0.99997734375,0.24244532279119213,0.23033,0.10540330828337147,0.5009677499999999,381.9212078136455,362.11236561365945
2.0,1.0840699692869253,0.99995234375,0.24708458850864856,0.23033,0.1457649200252424,0.5009677499999999,410.803921933386,348.9493083268798
5.0,1.2600407030135845,0.9999582031250001,0.2809830695630724,0.23033,0.44068170519872973,0.5009677499999999,470.55316744633336,307.4882969961251
10.0,1.8448817255969243,0.9999310546875,0.3830565485822207,0.23033,1.32872097266532,0.5009677499999999,568.2789631847862,248.80957744029124
20.0,3.4549941484583515,0.9994613281250001,0.5952536724570294,0.23033,3.1748359503761554,0.5009677499999999,775.9721026435454,146.3287974058557
35.0,5.779829299845752,0.994692578125,0.7797784782848755,0.23033,4.780201761078415,0.5009677499999999,1191.4529914385614,70.41610048393211
50.0,7.9123552605083125,0.9854947265625,0.8739910827438049,0.23033,5.599851419871102,0.5009677499999999,1622.6361240576853,33.78511640315771
