fB_charge_fraction,fusion_to_collision_merit,collision_power_per_fusion,electron_drag_fraction,background_proton_drag_fraction,boron_drag_fraction
0.5,0.05756200931487572,17.372569371750032,0.8441007562578089,0.1069633649461623,0.04893587879602878
0.75,0.08892300313884743,11.245684071629539,0.8693230725335243,0.0550797522536056,0.07559717521287017
1.0,0.12221590007890627,8.182241421569287,0.8960991364896062,0.0,0.10390086351039385
