generation,run_name,front,middle,back,total_thickness_cm,split,ok,message,front_flux,mid_flux,back_flux,attenuation_mid_vs_front,attenuation_back_vs_front,high_energy_survival,low_energy_build_ratio,spectrum_softening_factor,li_breeding_proxy,score
0,gen00_011__PbLi__Li2O__W_Ti_B4C_60_30_10_wt__10p0cm__25_25_50,PbLi,Li2O,W_Ti_B4C_60_30_10_wt,10.0,25_25_50,True,ating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.0789e+00 seconds |    Reading cross sections          = 1.0714e+00 seconds |  Total time in simulation          = 2.4203e+01 seconds |    Time in transport only          = 2.4182e+01 seconds |    Time in active batches          = 2.4203e+01 seconds |    Time accumulating tallies       = 1.4569e-02 seconds |    Time writing statepoints        = 3.3808e-03 seconds |  Total time for finalization       = 9.7750e-04 seconds |  Total time elapsed                = 2.5287e+01 seconds |  Calculation Rate (active)         = 495805 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.22799 +/- 0.00015 |  | ,0.12197932164192464,0.14098758499778405,0.05103816243155259,1.1558318500217517,0.41841651309864825,0.25401751637667713,1.6003687292147446,3.824822106971117,0.29625,0.11224405303298095
0,gen00_012__Li__W__PbLi__10p0cm__25_25_50,Li,W,PbLi,10.0,25_25_50,True,ating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 5.6234e-01 seconds |    Reading cross sections          = 5.5703e-01 seconds |  Total time in simulation          = 2.0274e+01 seconds |    Time in transport only          = 2.0232e+01 seconds |    Time in active batches          = 2.0274e+01 seconds |    Time accumulating tallies       = 3.5802e-02 seconds |    Time writing statepoints        = 3.9833e-03 seconds |  Total time for finalization       = 1.3597e-03 seconds |  Total time elapsed                = 2.0841e+01 seconds |  Calculation Rate (active)         = 591878 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.43631 +/- 0.00013 |  | ,0.11087502435686064,0.14282948773799103,0.0642192167388574,1.2882025376452884,0.5792036313981986,0.4208113199726016,0.6024263361593207,1.040094197454675,0.28500000000000003,0.6518771651232328
0,gen00_013__Li2O__SiC__Li__5p0cm__20_30_50,Li2O,SiC,Li,5.0,20_30_50,True,ating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 6.3372e-01 seconds |    Reading cross sections          = 6.2530e-01 seconds |  Total time in simulation          = 1.3930e+01 seconds |    Time in transport only          = 1.3924e+01 seconds |    Time in active batches          = 1.3930e+01 seconds |    Time accumulating tallies       = 2.6634e-04 seconds |    Time writing statepoints        = 3.3188e-03 seconds |  Total time for finalization       = 9.9923e-04 seconds |  Total time elapsed                = 1.4566e+01 seconds |  Calculation Rate (active)         = 861470 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.96210 +/- 0.00007 |  | ,0.04732931227861422,0.04336308967843112,0.03729420343599291,0.9161994457718913,0.7879726461363421,0.7874335132986595,0.715272648228369,0.9077379167123284,0.31200000000000006,1.2573766809309546
0,gen00_014__Li2TiO3__W_Ti_B4C_Al2O3_55_25_10_10_wt__Li2TiO3__10p0cm__20_30_50,Li2TiO3,W_Ti_B4C_Al2O3_55_25_10_10_wt,Li2TiO3,10.0,20_30_50,True,ating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 9.8664e-01 seconds |    Reading cross sections          = 9.8104e-01 seconds |  Total time in simulation          = 2.1592e+01 seconds |    Time in transport only          = 2.1584e+01 seconds |    Time in active batches          = 2.1592e+01 seconds |    Time accumulating tallies       = 1.0273e-03 seconds |    Time writing statepoints        = 4.0026e-03 seconds |  Total time for finalization       = 9.6866e-04 seconds |  Total time elapsed                = 2.2583e+01 seconds |  Calculation Rate (active)         = 555758 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.03204 +/- 0.00013 |  | ,0.11670087585346059,0.1065698284686864,0.039064371618048786,0.9131879061687971,0.3347393182130123,0.27337579643408727,0.5284809177311772,1.5787835159435764,0.28900000000000003,0.22189084285341007
0,gen00_015__PbLi__Li__W_Ti_B4C_Al2O3_55_25_10_10_wt__10p0cm__33_33_34,PbLi,Li,W_Ti_B4C_Al2O3_55_25_10_10_wt,10.0,33_33_34,True,ating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.2405e+00 seconds |    Reading cross sections          = 1.2344e+00 seconds |  Total time in simulation          = 2.1537e+01 seconds |    Time in transport only          = 2.1521e+01 seconds |    Time in active batches          = 2.1537e+01 seconds |    Time accumulating tallies       = 9.3679e-03 seconds |    Time writing statepoints        = 3.6681e-03 seconds |  Total time for finalization       = 1.0062e-03 seconds |  Total time elapsed                = 2.2783e+01 seconds |  Calculation Rate (active)         = 557171 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.25194 +/- 0.00015 |  | ,0.11846642107260433,0.10661008999272431,0.062350865030952614,0.8999182133423812,0.5263167779225789,0.387319589101366,2.049077196877012,3.893239362374701,0.45705,0.13967070905285278
0,gen00_016__Pb__B4C__Li2TiO3__5p0cm__20_30_50,Pb,B4C,Li2TiO3,5.0,20_30_50,True,ating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 7.5739e-01 seconds |    Reading cross sections          = 7.4315e-01 seconds |  Total time in simulation          = 1.6287e+01 seconds |    Time in transport only          = 1.6269e+01 seconds |    Time in active batches          = 1.6287e+01 seconds |    Time accumulating tallies       = 1.1327e-02 seconds |    Time writing statepoints        = 3.4940e-03 seconds |  Total time for finalization       = 1.0078e-03 seconds |  Total time elapsed                = 1.7048e+01 seconds |  Calculation Rate (active)         = 736787 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.03907 +/- 0.00009 |  | ,0.055800393339568016,0.05319286936892537,0.0374092221907163,0.9532705091382635,0.6704114424976544,0.6652599130644135,0.6943494888763809,1.0357065003137653,0.17,0.9560270782119303
0,gen00_017__SiC__W_Ti_B4C_60_30_10_wt__B4C__5p0cm__15_35_50,SiC,W_Ti_B4C_60_30_10_wt,B4C,5.0,15_35_50,True,ating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 8.4527e-01 seconds |    Reading cross sections          = 8.4031e-01 seconds |  Total time in simulation          = 1.8654e+01 seconds |    Time in transport only          = 1.8623e+01 seconds |    Time in active batches          = 1.8654e+01 seconds |    Time accumulating tallies       = 2.5598e-02 seconds |    Time writing statepoints        = 3.1301e-03 seconds |  Total time for finalization       = 9.6490e-04 seconds |  Total time elapsed                = 1.9503e+01 seconds |  Calculation Rate (active)         = 643291 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.03121 +/- 0.00012 |  | ,0.05758014122543233,0.0609212730783814,0.034608446394248656,1.0580257669023108,0.601048306893742,0.5452761257363935,0.7462886106806509,1.2416449761601998,0.0,0.7480283147679299
0,gen00_018__Li__Pb__W__5p0cm__15_35_50,Li,Pb,W,5.0,15_35_50,True,ating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 5.6932e-01 seconds |    Reading cross sections          = 5.6417e-01 seconds |  Total time in simulation          = 2.0107e+01 seconds |    Time in transport only          = 2.0096e+01 seconds |    Time in active batches          = 2.0107e+01 seconds |    Time accumulating tallies       = 5.4243e-03 seconds |    Time writing statepoints        = 3.2913e-03 seconds |  Total time for finalization       = 1.0160e-03 seconds |  Total time elapsed                = 2.0680e+01 seconds |  Calculation Rate (active)         = 596796 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.35680 +/- 0.00016 |  | ,0.05847611252142722,0.07842840742276265,0.04968396660958842,1.3412041950296265,0.8496455127960648,0.609429807299032,1.8029911027025138,2.122050991332852,0.105,0.5973559368589666
0,gen00_019__W_Ti_B4C_60_30_10_wt__Li2O__Li2TiO3__5p0cm__15_35_50,W_Ti_B4C_60_30_10_wt,Li2O,Li2TiO3,5.0,15_35_50,True,ating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 8.8762e-01 seconds |    Reading cross sections          = 8.8181e-01 seconds |  Total time in simulation          = 1.6795e+01 seconds |    Time in transport only          = 1.6789e+01 seconds |    Time in active batches          = 1.6795e+01 seconds |    Time accumulating tallies       = 4.8617e-04 seconds |    Time writing statepoints        = 3.5117e-03 seconds |  Total time for finalization       = 1.0119e-03 seconds |  Total time elapsed                = 1.7687e+01 seconds |  Calculation Rate (active)         = 714482 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.02163 +/- 0.00009 |  | ,0.056450190752540215,0.05280493589266492,0.03637486236051089,0.9354252871198444,0.6443709379117386,0.6374263795900584,0.5413956588870062,0.8401925459952675,0.44999999999999996,0.9389124820597292
0,gen00_020__Pb__Li2TiO3__SiC__5p0cm__15_35_50,Pb,Li2TiO3,SiC,5.0,15_35_50,True,ating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 9.6894e-01 seconds |    Reading cross sections          = 9.6346e-01 seconds |  Total time in simulation          = 1.5905e+01 seconds |    Time in transport only          = 1.5870e+01 seconds |    Time in active batches          = 1.5905e+01 seconds |    Time accumulating tallies       = 2.8716e-02 seconds |    Time writing statepoints        = 3.2864e-03 seconds |  Total time for finalization       = 9.2706e-04 seconds |  Total time elapsed                = 1.6878e+01 seconds |  Calculation Rate (active)         = 754475 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.99404 +/- 0.00013 |  | ,0.05403624738887811,0.050980008868887795,0.03534297327627673,0.9434409555127738,0.6540604683727744,0.6747631080720304,0.632416998535163,0.966909068990654,0.2975,0.9262213978738466
