generation,run_name,l1,l1_li6,l1_pack,l2,l2_li6,l2_pack,l3,l3_li6,l3_pack,l4,l4_li6,l4_pack,total_thickness_cm,split,ok,message,front_flux,back_flux,attenuation_back_vs_front,h3_total,heat_frac_l1,score
1,gen01_023__TiB2__TiB2__Li__Li2O__20p0cm__15_20_25_40,TiB2,0.0,0.6,TiB2,0.0,0.6,Li,0.9,1.0,Li2O,0.6,0.9,20.0,15_20_25_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 3.9930e+00 seconds |    Reading cross sections          = 3.8640e+00 seconds |  Total time in simulation          = 3.1190e+02 seconds |    Time in transport only          = 2.9778e+02 seconds |    Time in active batches          = 3.1190e+02 seconds |    Time accumulating tallies       = 1.4065e+01 seconds |    Time writing statepoints        = 2.9325e-02 seconds |  Total time for finalization       = 2.6035e-02 seconds |  Total time elapsed                = 3.1595e+02 seconds |  Calculation Rate (active)         = 76947.9 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.96857 +/- 0.00009 |  | ,0.15193403486973167,0.03765983414640255,0.2478696374955889,0.08229616868221162,0.22731742813961325,0.017424288522468363
1,gen01_024__TiB2__W_Ti_B4C_60_30_10_wt__Li__Li2TiO3__15p0cm__15_20_25_40,TiB2,0.0,0.6,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li,0.9,1.0,Li2TiO3,0.6,0.7,15.0,15_20_25_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.8274e+00 seconds |    Reading cross sections          = 1.7585e+00 seconds |  Total time in simulation          = 3.5294e+02 seconds |    Time in transport only          = 3.4128e+02 seconds |    Time in active batches          = 3.5294e+02 seconds |    Time accumulating tallies       = 1.1625e+01 seconds |    Time writing statepoints        = 2.1377e-02 seconds |  Total time for finalization       = 1.9000e-03 seconds |  Total time elapsed                = 3.5478e+02 seconds |  Calculation Rate (active)         = 68000.6 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.06843 +/- 0.00009 |  | ,0.12774721304825037,0.031302045387942984,0.2450311411186727,0.058050211308082425,0.1781840256989841,0.02289379926533301
1,gen01_025__Li__Li4SiO4__W__W__20p0cm__15_25_25_35,Li,0.9,1,Li4SiO4,0.9,0.8,W,0.0,1.0,W,0.0,1.0,20.0,15_25_25_35,True,h 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 8.8268e+00 seconds |    Reading cross sections          = 8.6675e+00 seconds |  Total time in simulation          = 2.2814e+02 seconds |    Time in transport only          = 2.2073e+02 seconds |    Time in active batches          = 2.2814e+02 seconds |    Time accumulating tallies       = 7.3841e+00 seconds |    Time writing statepoints        = 1.1217e-02 seconds |  Total time for finalization       = 4.8376e-03 seconds |  Total time elapsed                = 2.3700e+02 seconds |  Calculation Rate (active)         = 105198 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.29725 +/- 0.00012 |  | ,0.14349297666488184,0.027819259407447512,0.1938719235884103,0.06989355692589523,0.13136967176616055,0.014643503630888077
1,gen01_026__Li__W_Ti_B4C_60_30_10_wt__Li__Li__20p0cm__15_20_25_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li,0.9,1.0,Li,0.9,1.0,20.0,15_20_25_40,True,h 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 7.5245e+00 seconds |    Reading cross sections          = 7.4219e+00 seconds |  Total time in simulation          = 1.9832e+02 seconds |    Time in transport only          = 1.9167e+02 seconds |    Time in active batches          = 1.9832e+02 seconds |    Time accumulating tallies       = 6.5953e+00 seconds |    Time writing statepoints        = 9.0008e-03 seconds |  Total time for finalization       = 1.2722e-03 seconds |  Total time elapsed                = 2.0589e+02 seconds |  Calculation Rate (active)         = 121018 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.10302 +/- 0.00011 |  | ,0.1589226354235207,0.03003607419117902,0.1889980877244731,0.10508988506810842,0.11599695795856292,0.009579503640593715
1,gen01_027__Li__W_Ti_B4C_60_30_10_wt__Pb__Li__20p0cm__15_20_25_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Pb,0,1,Li,0.9,1.0,20.0,15_20_25_40,True,h 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 4.3985e+00 seconds |    Reading cross sections          = 4.3073e+00 seconds |  Total time in simulation          = 2.0877e+02 seconds |    Time in transport only          = 2.0267e+02 seconds |    Time in active batches          = 2.0877e+02 seconds |    Time accumulating tallies       = 6.0808e+00 seconds |    Time writing statepoints        = 4.3875e-03 seconds |  Total time for finalization       = 1.2493e-03 seconds |  Total time elapsed                = 2.1320e+02 seconds |  Calculation Rate (active)         = 114957 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.24189 +/- 0.00012 |  | ,0.16116619289128983,0.024139818030190458,0.14978214473598256,0.07388994961486695,0.11974335257384677,0.010629843327391579
2,gen02_000__TiB2__W_Ti_B4C_60_30_10_wt__W_Ti_B4C_Al2O3_55_25_10_10_wt__Li2O__20p0cm__15_20_25_40,TiB2,0.0,0.6,W_Ti_B4C_60_30_10_wt,0.0,1.0,W_Ti_B4C_Al2O3_55_25_10_10_wt,0.0,1.0,Li2O,0.6,0.9,20.0,15_20_25_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 4.1846e+00 seconds |    Reading cross sections          = 4.0836e+00 seconds |  Total time in simulation          = 6.2458e+02 seconds |    Time in transport only          = 6.1042e+02 seconds |    Time in active batches          = 6.2458e+02 seconds |    Time accumulating tallies       = 1.4102e+01 seconds |    Time writing statepoints        = 4.9312e-02 seconds |  Total time for finalization       = 2.0010e-02 seconds |  Total time elapsed                = 6.2881e+02 seconds |  Calculation Rate (active)         = 38426.1 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.07684 +/- 0.00012 |  | ,0.17232234482443434,0.010148346673251445,0.05889164683541647,0.045829674140662906,0.1778423558465833,0.006823285533599456
2,gen02_001__Li__W_Ti_B4C_60_30_10_wt__Li__Li2TiO3__20p0cm__15_20_25_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li,0.9,1.0,Li2TiO3,0.6,0.7,20.0,15_20_25_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.1500e+00 seconds |    Reading cross sections          = 1.0932e+00 seconds |  Total time in simulation          = 4.5002e+02 seconds |    Time in transport only          = 4.3567e+02 seconds |    Time in active batches          = 4.5002e+02 seconds |    Time accumulating tallies       = 1.4283e+01 seconds |    Time writing statepoints        = 4.5315e-02 seconds |  Total time for finalization       = 1.3184e-03 seconds |  Total time elapsed                = 4.5118e+02 seconds |  Calculation Rate (active)         = 53330.8 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.09196 +/- 0.00011 |  | ,0.1590873237292986,0.02505375611634107,0.15748430188549964,0.1035193960196622,0.1083836889075306,0.008042480785520162
2,gen02_002__W_Ti_B4C_Cr_55_25_10_10_wt__W_Ti_B4C_60_30_10_wt__Li__Li2TiO3__20p0cm__15_20_25_40,W_Ti_B4C_Cr_55_25_10_10_wt,0.0,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li,0.9,1.0,Li2TiO3,0.6,0.7,20.0,15_20_25_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 2.4103e+00 seconds |    Reading cross sections          = 2.3149e+00 seconds |  Total time in simulation          = 5.9061e+02 seconds |    Time in transport only          = 5.7601e+02 seconds |    Time in active batches          = 5.9061e+02 seconds |    Time accumulating tallies       = 1.4562e+01 seconds |    Time writing statepoints        = 2.3287e-02 seconds |  Total time for finalization       = 1.9696e-02 seconds |  Total time elapsed                = 5.9307e+02 seconds |  Calculation Rate (active)         = 40635.9 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.13074 +/- 0.00012 |  | ,0.21321433518258082,0.014138038787238034,0.06630904425413645,0.05256082744684824,0.4668087379690334,0.008448687226408897
2,gen02_003__PbLi__W_Ti_B4C_Cr_55_25_10_10_wt__Li2O__W__20p0cm__20_25_25_30,PbLi,0.9,1.0,W_Ti_B4C_Cr_55_25_10_10_wt,0.0,1.0,Li2O,0.6,0.7,W,0.0,1.0,20.0,20_25_25_30,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 4.3643e+00 seconds |    Reading cross sections          = 4.2900e+00 seconds |  Total time in simulation          = 6.0922e+02 seconds |    Time in transport only          = 5.9488e+02 seconds |    Time in active batches          = 6.0922e+02 seconds |    Time accumulating tallies       = 1.4279e+01 seconds |    Time writing statepoints        = 5.2671e-02 seconds |  Total time for finalization       = 2.5022e-02 seconds |  Total time elapsed                = 6.1366e+02 seconds |  Calculation Rate (active)         = 39394.5 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.34999 +/- 0.00013 |  | ,0.19370853986490508,0.018956692574491958,0.09786193519249388,0.05855509638494198,0.19632337895553945,0.009210474662135088
2,gen02_004__Li__W_Ti_B4C_60_30_10_wt__Li__Li__20p0cm__15_20_25_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li,0.9,1.0,Li,0.9,1.0,20.0,15_20_25_40,True,ch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 7.0886e-01 seconds |    Reading cross sections          = 6.9738e-01 seconds |  Total time in simulation          = 4.2604e+02 seconds |    Time in transport only          = 4.1162e+02 seconds |    Time in active batches          = 4.2604e+02 seconds |    Time accumulating tallies       = 1.4390e+01 seconds |    Time writing statepoints        = 1.9977e-02 seconds |  Total time for finalization       = 1.6409e-02 seconds |  Total time elapsed                = 4.2677e+02 seconds |  Calculation Rate (active)         = 56333 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.10302 +/- 0.00011 |  | ,0.15892263542352064,0.03003607419117907,0.18899808772447346,0.10508988506810837,0.11599695795856317,0.009579503640593737
2,gen02_005__Li__Li__W_Ti_B4C_60_30_10_wt__Li2TiO3__20p0cm__20_25_25_30,Li,0.9,1.0,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2TiO3,0.3,0.9,20.0,20_25_25_30,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 9.1661e-01 seconds |    Reading cross sections          = 8.8751e-01 seconds |  Total time in simulation          = 5.0137e+02 seconds |    Time in transport only          = 4.8666e+02 seconds |    Time in active batches          = 5.0137e+02 seconds |    Time accumulating tallies       = 1.4630e+01 seconds |    Time writing statepoints        = 4.9113e-02 seconds |  Total time for finalization       = 1.3263e-03 seconds |  Total time elapsed                = 5.0229e+02 seconds |  Calculation Rate (active)         = 47869.3 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.08720 +/- 0.00010 |  | ,0.14087961555278278,0.028007148232882344,0.19880199220439398,0.11123289459386422,0.1747239976987233,0.010046100626196755
2,gen02_006__Li__W_Ti_B4C_60_30_10_wt__Pb__Li__20p0cm__15_20_25_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Pb,0.0,1.0,Li,0.9,1.0,20.0,15_20_25_40,True,ch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.9402e+00 seconds |    Reading cross sections          = 1.8685e+00 seconds |  Total time in simulation          = 4.9703e+02 seconds |    Time in transport only          = 4.8288e+02 seconds |    Time in active batches          = 4.9703e+02 seconds |    Time accumulating tallies       = 1.4081e+01 seconds |    Time writing statepoints        = 4.1437e-02 seconds |  Total time for finalization       = 2.0067e-02 seconds |  Total time elapsed                = 4.9901e+02 seconds |  Calculation Rate (active)         = 48287 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.24189 +/- 0.00012 |  | ,0.16116619289128958,0.024139818030190472,0.1497821447359829,0.07388994961486696,0.11974335257384697,0.010629843327391603
2,gen02_007__PbLi__W_Ti_B4C_60_30_10_wt__Li__Li__20p0cm__15_25_25_35,PbLi,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li,0.6,1.0,Li,0.9,1.0,20.0,15_25_25_35,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.6699e+00 seconds |    Reading cross sections          = 1.6210e+00 seconds |  Total time in simulation          = 5.0432e+02 seconds |    Time in transport only          = 4.8986e+02 seconds |    Time in active batches          = 5.0432e+02 seconds |    Time accumulating tallies       = 1.4404e+01 seconds |    Time writing statepoints        = 2.3866e-02 seconds |  Total time for finalization       = 1.9699e-02 seconds |  Total time elapsed                = 5.0604e+02 seconds |  Calculation Rate (active)         = 47588.9 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.26873 +/- 0.00013 |  | ,0.19716631614354346,0.022244202190175106,0.11281948471350758,0.05619506687589311,0.16065569925395337,0.01069894883726408
2,gen02_008__Li__W_Ti_B4C_60_30_10_wt__Li2O__Li2TiO3__20p0cm__15_20_25_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.3,0.7,Li2TiO3,0.6,0.7,20.0,15_20_25_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.0230e+01 seconds |    Reading cross sections          = 1.0089e+01 seconds |  Total time in simulation          = 4.6366e+02 seconds |    Time in transport only          = 4.4972e+02 seconds |    Time in active batches          = 4.6366e+02 seconds |    Time accumulating tallies       = 1.3873e+01 seconds |    Time writing statepoints        = 4.4345e-02 seconds |  Total time for finalization       = 1.9414e-03 seconds |  Total time elapsed                = 4.7393e+02 seconds |  Calculation Rate (active)         = 51762.4 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.09451 +/- 0.00011 |  | ,0.15979629890601083,0.021461407701279998,0.13430478583176195,0.10825370038002041,0.10632613990906489,0.006559825188139256
2,gen02_009__PbLi__W_Ti_B4C_60_30_10_wt__Li__Li__20p0cm__15_25_25_35,PbLi,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li,0.9,1.0,Li,0.9,1.0,20.0,15_25_25_35,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 5.0353e+00 seconds |    Reading cross sections          = 4.9432e+00 seconds |  Total time in simulation          = 4.9055e+02 seconds |    Time in transport only          = 4.7672e+02 seconds |    Time in active batches          = 4.9055e+02 seconds |    Time accumulating tallies       = 1.3754e+01 seconds |    Time writing statepoints        = 5.5155e-02 seconds |  Total time for finalization       = 2.7028e-02 seconds |  Total time elapsed                = 4.9564e+02 seconds |  Calculation Rate (active)         = 48924.9 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.26011 +/- 0.00012 |  | ,0.19715493473134943,0.021908125521233286,0.11112136529114072,0.05849001955035314,0.15799415927426852,0.010133710218475405
2,gen02_010__W_Ti_B4C_Cr_55_25_10_10_wt__W_Ti_B4C_60_30_10_wt__Li__Li2TiO3__20p0cm__15_20_25_40,W_Ti_B4C_Cr_55_25_10_10_wt,0.0,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li,0.9,1.0,Li2TiO3,0.6,0.7,20.0,15_20_25_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 9.5066e+00 seconds |    Reading cross sections          = 9.4325e+00 seconds |  Total time in simulation          = 5.8457e+02 seconds |    Time in transport only          = 5.7072e+02 seconds |    Time in active batches          = 5.8457e+02 seconds |    Time accumulating tallies       = 1.3793e+01 seconds |    Time writing statepoints        = 3.4369e-02 seconds |  Total time for finalization       = 1.6874e-02 seconds |  Total time elapsed                = 5.9412e+02 seconds |  Calculation Rate (active)         = 41055.9 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.13074 +/- 0.00012 |  | ,0.21321433518258096,0.014138038787238036,0.06630904425413642,0.05256082744684824,0.4668087379690352,0.008448687226408902
2,gen02_011__PbLi__W_Ti_B4C_Cr_55_25_10_10_wt__Li2O__W__20p0cm__10_20_30_40,PbLi,0.9,1.0,W_Ti_B4C_Cr_55_25_10_10_wt,0.0,1.0,Li2O,0.6,0.7,W,0.0,1.0,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.2924e+01 seconds |    Reading cross sections          = 1.2807e+01 seconds |  Total time in simulation          = 5.8353e+02 seconds |    Time in transport only          = 5.6970e+02 seconds |    Time in active batches          = 5.8353e+02 seconds |    Time accumulating tallies       = 1.3798e+01 seconds |    Time writing statepoints        = 1.4820e-02 seconds |  Total time for finalization       = 1.0929e-02 seconds |  Total time elapsed                = 5.9653e+02 seconds |  Calculation Rate (active)         = 41129.1 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.29606 +/- 0.00012 |  | ,0.19820745123540168,0.018898679079607024,0.09534797487084354,0.07403844902238949,0.09885297872252437,0.006628002415147803
2,gen02_012__PbLi__W_Ti_B4C_60_30_10_wt__Pb__Li__20p0cm__15_25_25_35,PbLi,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Pb,0.0,1.0,Li,0.9,1.0,20.0,15_25_25_35,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 2.8889e+00 seconds |    Reading cross sections          = 2.8084e+00 seconds |  Total time in simulation          = 5.4114e+02 seconds |    Time in transport only          = 5.2688e+02 seconds |    Time in active batches          = 5.4114e+02 seconds |    Time accumulating tallies       = 1.4188e+01 seconds |    Time writing statepoints        = 4.8582e-02 seconds |  Total time for finalization       = 1.4456e-03 seconds |  Total time elapsed                = 5.4408e+02 seconds |  Calculation Rate (active)         = 44350.5 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.36024 +/- 0.00013 |  | ,0.19828304036721373,0.017887763818760675,0.09021328191071268,0.029846965554147814,0.16127549074428166,0.015031792805563996
2,gen02_013__PbLi__W_Ti_B4C_Cr_55_25_10_10_wt__Li2O__Li2TiO3__20p0cm__15_20_25_40,PbLi,0.9,1.0,W_Ti_B4C_Cr_55_25_10_10_wt,0.0,1.0,Li2O,0.6,0.7,Li2TiO3,0.6,0.7,20.0,15_20_25_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 8.0957e+00 seconds |    Reading cross sections          = 7.9698e+00 seconds |  Total time in simulation          = 5.4462e+02 seconds |    Time in transport only          = 5.3055e+02 seconds |    Time in active batches          = 5.4462e+02 seconds |    Time accumulating tallies       = 1.3988e+01 seconds |    Time writing statepoints        = 5.5033e-02 seconds |  Total time for finalization       = 1.9182e-03 seconds |  Total time elapsed                = 5.5277e+02 seconds |  Calculation Rate (active)         = 44067.1 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.22038 +/- 0.00011 |  | ,0.19497821758273756,0.018426041595617917,0.09450307744145298,0.06703337295472139,0.15571176440442483,0.007581091506027481
