generation,run_name,l1,l1_li6,l1_pack,l2,l2_li6,l2_pack,l3,l3_li6,l3_pack,l4,l4_li6,l4_pack,total_thickness_cm,split,ok,message,front_flux,back_flux,attenuation_back_vs_front,h3_total,heat_frac_l1,score
6,gen06_004__Li__W_Ti_B4C_60_30_10_wt__Li2O__Li2TiO3__20p0cm__10_20_30_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.3,0.9,Li2TiO3,0.6,0.7,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 9.1831e-01 seconds |    Reading cross sections          = 8.4358e-01 seconds |  Total time in simulation          = 4.7775e+02 seconds |    Time in transport only          = 4.6387e+02 seconds |    Time in active batches          = 4.7775e+02 seconds |    Time accumulating tallies       = 1.3839e+01 seconds |    Time writing statepoints        = 4.0072e-02 seconds |  Total time for finalization       = 1.6993e-02 seconds |  Total time elapsed                = 4.7872e+02 seconds |  Calculation Rate (active)         = 50235.1 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.08683 +/- 0.00011 |  | ,0.16940901966490074,0.017701460675787185,0.10448948179265503,0.11686462197806892,0.06956472617238514,0.004585344875626325
6,gen06_005__Li__W_Ti_B4C_60_30_10_wt__Li2O__Li2TiO3__20p0cm__10_20_30_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.3,0.9,Li2TiO3,0.6,0.7,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 9.5066e-01 seconds |    Reading cross sections          = 8.4512e-01 seconds |  Total time in simulation          = 4.7922e+02 seconds |    Time in transport only          = 4.6450e+02 seconds |    Time in active batches          = 4.7922e+02 seconds |    Time accumulating tallies       = 1.4687e+01 seconds |    Time writing statepoints        = 2.1922e-02 seconds |  Total time for finalization       = 1.6553e-02 seconds |  Total time elapsed                = 4.8022e+02 seconds |  Calculation Rate (active)         = 50080.9 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.08683 +/- 0.00011 |  | ,0.16940901966490102,0.017701460675787185,0.10448948179265487,0.1168646219780687,0.0695647261723851,0.004585344875626326
6,gen06_006__Li__W_Ti_B4C_60_30_10_wt__Li2O__W_Ti_B4C_Cr_55_25_10_10_wt__20p0cm__10_20_30_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.3,0.7,W_Ti_B4C_Cr_55_25_10_10_wt,0.0,1.0,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 3.5095e+00 seconds |    Reading cross sections          = 3.4109e+00 seconds |  Total time in simulation          = 5.7546e+02 seconds |    Time in transport only          = 5.6150e+02 seconds |    Time in active batches          = 5.7546e+02 seconds |    Time accumulating tallies       = 1.3932e+01 seconds |    Time writing statepoints        = 2.2933e-02 seconds |  Total time for finalization       = 1.8957e-03 seconds |  Total time elapsed                = 5.7903e+02 seconds |  Calculation Rate (active)         = 41705.5 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.13423 +/- 0.00011 |  | ,0.16930858663534581,0.015064735720824307,0.08897797814159597,0.09759594659045127,0.06472620458780302,0.004617004282672863
6,gen06_007__Li2TiO3__W_Ti_B4C_60_30_10_wt__Li2O__W_Ti_B4C_60_30_10_wt__20p0cm__15_20_25_40,Li2TiO3,0.9,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.6,0.7,W_Ti_B4C_60_30_10_wt,0.0,1.0,20.0,15_20_25_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 8.2496e-01 seconds |    Reading cross sections          = 7.8758e-01 seconds |  Total time in simulation          = 5.3291e+02 seconds |    Time in transport only          = 5.1853e+02 seconds |    Time in active batches          = 5.3291e+02 seconds |    Time accumulating tallies       = 1.4314e+01 seconds |    Time writing statepoints        = 3.6986e-02 seconds |  Total time for finalization       = 1.8857e-03 seconds |  Total time elapsed                = 5.3375e+02 seconds |  Calculation Rate (active)         = 45035.9 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.03692 +/- 0.00010 |  | ,0.17187170795748524,0.011814659357640894,0.06874115291018931,0.09203671121647021,0.3052916176372671,0.004623366226841073
6,gen06_008__Li2TiO3__W_Ti_B4C_60_30_10_wt__Li2O__W_Ti_B4C_60_30_10_wt__20p0cm__10_20_30_40,Li2TiO3,0.9,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.6,0.7,W_Ti_B4C_60_30_10_wt,0.0,1.0,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 8.7885e+00 seconds |    Reading cross sections          = 8.6649e+00 seconds |  Total time in simulation          = 5.3912e+02 seconds |    Time in transport only          = 5.2535e+02 seconds |    Time in active batches          = 5.3912e+02 seconds |    Time accumulating tallies       = 1.3706e+01 seconds |    Time writing statepoints        = 4.3238e-02 seconds |  Total time for finalization       = 2.2128e-02 seconds |  Total time elapsed                = 5.4795e+02 seconds |  Calculation Rate (active)         = 44517.2 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.06023 +/- 0.00010 |  | ,0.17868397715850676,0.012146192328239191,0.06797583376748191,0.09213974989049054,0.21477834844415364,0.004250349170718821
6,gen06_009__Be12Ti__W_Ti_B4C_60_30_10_wt__Li2O__W_Ti_B4C_60_30_10_wt__20p0cm__10_20_30_40,Be12Ti,0.0,0.6,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.3,0.9,W_Ti_B4C_60_30_10_wt,0.0,1.0,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 7.2025e+00 seconds |    Reading cross sections          = 7.0778e+00 seconds |  Total time in simulation          = 5.7412e+02 seconds |    Time in transport only          = 5.5996e+02 seconds |    Time in active batches          = 5.7412e+02 seconds |    Time accumulating tallies       = 1.4086e+01 seconds |    Time writing statepoints        = 4.9325e-02 seconds |  Total time for finalization       = 2.0898e-02 seconds |  Total time elapsed                = 5.8139e+02 seconds |  Calculation Rate (active)         = 41803.4 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.17580 +/- 0.00013 |  | ,0.1820282428806078,0.012429651270880967,0.06828419081666116,0.0863615080527463,0.07398933620674057,0.004013533397799242
6,gen06_010__Li__W_Ti_B4C_60_30_10_wt__Li2O__W_Ti_B4C_60_30_10_wt__20p0cm__10_20_30_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.6,0.7,W_Ti_B4C_60_30_10_wt,0.0,1.0,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 7.0597e+00 seconds |    Reading cross sections          = 6.9675e+00 seconds |  Total time in simulation          = 5.3685e+02 seconds |    Time in transport only          = 5.2243e+02 seconds |    Time in active batches          = 5.3685e+02 seconds |    Time accumulating tallies       = 1.4369e+01 seconds |    Time writing statepoints        = 4.2240e-02 seconds |  Total time for finalization       = 1.9919e-03 seconds |  Total time elapsed                = 5.4392e+02 seconds |  Calculation Rate (active)         = 44705.5 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.11666 +/- 0.00011 |  | ,0.1692365402049902,0.014740770852823831,0.08710158476986624,0.10538245425010334,0.06319952439742273,0.004194795455976958
6,gen06_011__Li__W_Ti_B4C_60_30_10_wt__Li2O__Li2TiO3__20p0cm__10_20_30_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.3,0.9,Li2TiO3,0.6,0.7,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 5.7978e+00 seconds |    Reading cross sections          = 5.6510e+00 seconds |  Total time in simulation          = 4.6726e+02 seconds |    Time in transport only          = 4.5344e+02 seconds |    Time in active batches          = 4.6726e+02 seconds |    Time accumulating tallies       = 1.3764e+01 seconds |    Time writing statepoints        = 3.9225e-02 seconds |  Total time for finalization       = 1.9701e-02 seconds |  Total time elapsed                = 4.7312e+02 seconds |  Calculation Rate (active)         = 51363.1 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.08683 +/- 0.00011 |  | ,0.16940901966490088,0.01770146067578718,0.10448948179265491,0.11686462197806878,0.06956472617238513,0.004585344875626325
6,gen06_012__Li__W_Ti_B4C_60_30_10_wt__Li2O__Li2TiO3__20p0cm__10_20_30_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.3,0.9,Li2TiO3,0.6,0.7,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 7.6961e+00 seconds |    Reading cross sections          = 7.5807e+00 seconds |  Total time in simulation          = 4.7364e+02 seconds |    Time in transport only          = 4.5965e+02 seconds |    Time in active batches          = 4.7364e+02 seconds |    Time accumulating tallies       = 1.3938e+01 seconds |    Time writing statepoints        = 3.7029e-02 seconds |  Total time for finalization       = 1.6005e-02 seconds |  Total time elapsed                = 4.8139e+02 seconds |  Calculation Rate (active)         = 50671.1 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.08683 +/- 0.00011 |  | ,0.16940901966490113,0.017701460675787185,0.1044894817926548,0.11686462197806889,0.0695647261723852,0.004585344875626316
6,gen06_013__Li__W_Ti_B4C_60_30_10_wt__Li2O__W_Ti_B4C_Cr_55_25_10_10_wt__20p0cm__10_20_30_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.3,0.7,W_Ti_B4C_Cr_55_25_10_10_wt,0.0,1.0,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.0005e+01 seconds |    Reading cross sections          = 9.9007e+00 seconds |  Total time in simulation          = 5.7637e+02 seconds |    Time in transport only          = 5.6179e+02 seconds |    Time in active batches          = 5.7637e+02 seconds |    Time accumulating tallies       = 1.4505e+01 seconds |    Time writing statepoints        = 5.8159e-02 seconds |  Total time for finalization       = 2.6036e-02 seconds |  Total time elapsed                = 5.8647e+02 seconds |  Calculation Rate (active)         = 41640.3 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.13423 +/- 0.00011 |  | ,0.16930858663534556,0.015064735720824307,0.0889779781415961,0.09759594659045118,0.06472620458780297,0.004617004282672875
6,gen06_014__Li__W_Ti_B4C_60_30_10_wt__Be12Ti__Li2TiO3__20p0cm__10_20_30_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Be12Ti,0,0.7,Li2TiO3,0.6,0.7,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 9.4896e+00 seconds |    Reading cross sections          = 9.3828e+00 seconds |  Total time in simulation          = 5.0494e+02 seconds |    Time in transport only          = 4.9049e+02 seconds |    Time in active batches          = 5.0494e+02 seconds |    Time accumulating tallies       = 1.4408e+01 seconds |    Time writing statepoints        = 2.3095e-02 seconds |  Total time for finalization       = 2.0431e-02 seconds |  Total time elapsed                = 5.1448e+02 seconds |  Calculation Rate (active)         = 47530.5 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.21626 +/- 0.00013 |  | ,0.16962391804347263,0.02142993825615841,0.12633795105868365,0.05590431730656509,0.07593360251940794,0.011159409778232392
6,gen06_015__Li__W_Ti_B4C_60_30_10_wt__Be12Ti__W_Ti_B4C_Cr_55_25_10_10_wt__20p0cm__10_20_30_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Be12Ti,0,0.7,W_Ti_B4C_Cr_55_25_10_10_wt,0,1,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 9.4659e+00 seconds |    Reading cross sections          = 9.3438e+00 seconds |  Total time in simulation          = 6.2347e+02 seconds |    Time in transport only          = 6.0882e+02 seconds |    Time in active batches          = 6.2347e+02 seconds |    Time accumulating tallies       = 1.4593e+01 seconds |    Time writing statepoints        = 3.0916e-02 seconds |  Total time for finalization       = 1.9681e-03 seconds |  Total time elapsed                = 6.3297e+02 seconds |  Calculation Rate (active)         = 38494.1 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.25711 +/- 0.00014 |  | ,0.16998300920688866,0.015989339427402625,0.09406433914781318,0.04311187234677663,0.06738252475205023,0.01043428855616473
6,gen06_016__Li2TiO3__W_Ti_B4C_60_30_10_wt__Li2O__Li2TiO3__20p0cm__10_20_30_40,Li2TiO3,0.9,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.3,0.9,Li2TiO3,0.6,0.7,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 9.2983e+00 seconds |    Reading cross sections          = 9.1588e+00 seconds |  Total time in simulation          = 4.7054e+02 seconds |    Time in transport only          = 4.5653e+02 seconds |    Time in active batches          = 4.7054e+02 seconds |    Time accumulating tallies       = 1.3924e+01 seconds |    Time writing statepoints        = 6.7001e-02 seconds |  Total time for finalization       = 1.8757e-03 seconds |  Total time elapsed                = 4.7989e+02 seconds |  Calculation Rate (active)         = 51005.2 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.03650 +/- 0.00011 |  | ,0.1788424367506302,0.01468072002065814,0.0820874524379707,0.10144777863063725,0.23170171840998505,0.004749148245665986
6,gen06_017__Li__W_Ti_B4C_60_30_10_wt__Li2O__Li2TiO3__10p0cm__10_20_30_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.3,0.9,Li2TiO3,0.6,0.7,10.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 7.9380e+00 seconds |    Reading cross sections          = 7.8199e+00 seconds |  Total time in simulation          = 4.2506e+02 seconds |    Time in transport only          = 4.1095e+02 seconds |    Time in active batches          = 4.2506e+02 seconds |    Time accumulating tallies       = 1.4057e+01 seconds |    Time writing statepoints        = 4.4060e-02 seconds |  Total time for finalization       = 2.0018e-02 seconds |  Total time elapsed                = 4.3305e+02 seconds |  Calculation Rate (active)         = 56462.7 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.05651 +/- 0.00009 |  | ,0.08494240600285671,0.03406178010339967,0.400998531902359,0.08449179957683536,0.047847986992685644,0.02347620153063011
6,gen06_018__Be12Ti__W_Ti_B4C_60_30_10_wt__Li2O__W_Ti_B4C_Cr_55_25_10_10_wt__20p0cm__10_20_30_40,Be12Ti,0.0,0.6,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.3,0.9,W_Ti_B4C_Cr_55_25_10_10_wt,0.0,1.0,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 9.9497e+00 seconds |    Reading cross sections          = 9.8428e+00 seconds |  Total time in simulation          = 5.9163e+02 seconds |    Time in transport only          = 5.7781e+02 seconds |    Time in active batches          = 5.9163e+02 seconds |    Time accumulating tallies       = 1.3736e+01 seconds |    Time writing statepoints        = 3.7194e-02 seconds |  Total time for finalization       = 1.5018e-02 seconds |  Total time elapsed                = 6.0163e+02 seconds |  Calculation Rate (active)         = 40565.9 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.17381 +/- 0.00014 |  | ,0.18201737221042313,0.012508550469783063,0.06872173967725685,0.08586025899009565,0.0740280747505053,0.004061681013209265
6,gen06_019__Li__W_Ti_B4C_60_30_10_wt__Li2O__Li2TiO3__20p0cm__10_20_30_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.6,0.7,Li2TiO3,0.6,0.7,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 9.2776e+00 seconds |    Reading cross sections          = 9.1892e+00 seconds |  Total time in simulation          = 4.5550e+02 seconds |    Time in transport only          = 4.4165e+02 seconds |    Time in active batches          = 4.5550e+02 seconds |    Time accumulating tallies       = 1.3769e+01 seconds |    Time writing statepoints        = 5.0535e-02 seconds |  Total time for finalization       = 1.9591e-03 seconds |  Total time elapsed                = 4.6481e+02 seconds |  Calculation Rate (active)         = 52689.8 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.08180 +/- 0.00011 |  | ,0.16890820378523366,0.019789110710032195,0.11715896721744787,0.10407252050021838,0.07054595668297818,0.005749571847637888
6,gen06_020__Li2TiO3__W_Ti_B4C_60_30_10_wt__Li2O__Li2TiO3__20p0cm__10_20_30_40,Li2TiO3,0.9,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.3,0.9,Li2TiO3,0.6,0.7,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 9.6618e+00 seconds |    Reading cross sections          = 9.5469e+00 seconds |  Total time in simulation          = 4.7525e+02 seconds |    Time in transport only          = 4.6089e+02 seconds |    Time in active batches          = 4.7525e+02 seconds |    Time accumulating tallies       = 1.4327e+01 seconds |    Time writing statepoints        = 3.1304e-02 seconds |  Total time for finalization       = 1.3980e-02 seconds |  Total time elapsed                = 4.8498e+02 seconds |  Calculation Rate (active)         = 50499.3 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.03650 +/- 0.00011 |  | ,0.1788424367506304,0.01468072002065814,0.0820874524379706,0.1014477786306374,0.2317017184099858,0.004749148245665976
6,gen06_021__Li__W_Ti_B4C_60_30_10_wt__Li2O__W_Ti_B4C_Cr_55_25_10_10_wt__20p0cm__10_20_30_40,Li,0.3,1.0,W_Ti_B4C_60_30_10_wt,0.0,1.0,Li2O,0.6,0.7,W_Ti_B4C_Cr_55_25_10_10_wt,0.0,1.0,20.0,10_20_30_40,True, 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.1585e+01 seconds |    Reading cross sections          = 1.1452e+01 seconds |  Total time in simulation          = 5.5800e+02 seconds |    Time in transport only          = 5.4439e+02 seconds |    Time in active batches          = 5.5800e+02 seconds |    Time accumulating tallies       = 1.3565e+01 seconds |    Time writing statepoints        = 3.0969e-02 seconds |  Total time for finalization       = 1.9222e-03 seconds |  Total time elapsed                = 5.6965e+02 seconds |  Calculation Rate (active)         = 43010.4 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.11431 +/- 0.00012 |  | ,0.1692293349517967,0.014817113116389021,0.08755641048054422,0.1046411128541635,0.06323506887778002,0.004245353029743418
