run_name,material,thickness_cm,ok,message,front_flux,mid_flux,back_mesh_flux,attenuation_mid_vs_front,attenuation_back_vs_front
W__0p5cm,W,0.5,True,atch 4 |  Simulating batch 5 |  Simulating batch 6 |  Simulating batch 7 |  Simulating batch 8 |  Simulating batch 9 |  Simulating batch 10 |  Simulating batch 11 |  Simulating batch 12 |  Simulating batch 13 |  Simulating batch 14 |  Simulating batch 15 |  Simulating batch 16 |  Simulating batch 17 |  Simulating batch 18 |  Simulating batch 19 |  Simulating batch 20 |  Simulating batch 21 |  Simulating batch 22 |  Simulating batch 23 |  Simulating batch 24 |  Simulating batch 25 |  Simulating batch 26 |  Simulating batch 27 |  Simulating batch 28 |  Simulating batch 29 |  Simulating batch 30 |  Simulating batch 31 |  Simulating batch 32 |  Simulating batch 33 |  Simulating batch 34 |  Simulating batch 35 |  Simulating batch 36 |  Simulating batch 37 |  Simulating batch 38 |  Simulating batch 39 |  Simulating batch 40 |  Simulating batch 41 |  Simulating batch 42 |  Simulating batch 43 |  Simulating batch 44 |  Simulating batch 45 |  Simulating batch 46 |  Simulating batch 47 |  Simulating batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 3.4032e-01 seconds |    Reading cross sections          = 3.3665e-01 seconds |  Total time in simulation          = 8.4198e+00 seconds |    Time in transport only          = 7.9220e+00 seconds |    Time in active batches          = 8.4198e+00 seconds |    Time accumulating tallies       = 7.7619e-03 seconds |    Time writing statepoints        = 4.8867e-01 seconds |  Total time for finalization       = 1.1028e-04 seconds |  Total time elapsed                = 8.7615e+00 seconds |  Calculation Rate (active)         = 1.42521e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.06401 +/- 0.00008 |  | ,0.004958629717526806,0.006123027397471632,0.005694106085038772,1.234822470375059,1.1483225022655645
B4C__1p0cm,B4C,1.0,True,atch 4 |  Simulating batch 5 |  Simulating batch 6 |  Simulating batch 7 |  Simulating batch 8 |  Simulating batch 9 |  Simulating batch 10 |  Simulating batch 11 |  Simulating batch 12 |  Simulating batch 13 |  Simulating batch 14 |  Simulating batch 15 |  Simulating batch 16 |  Simulating batch 17 |  Simulating batch 18 |  Simulating batch 19 |  Simulating batch 20 |  Simulating batch 21 |  Simulating batch 22 |  Simulating batch 23 |  Simulating batch 24 |  Simulating batch 25 |  Simulating batch 26 |  Simulating batch 27 |  Simulating batch 28 |  Simulating batch 29 |  Simulating batch 30 |  Simulating batch 31 |  Simulating batch 32 |  Simulating batch 33 |  Simulating batch 34 |  Simulating batch 35 |  Simulating batch 36 |  Simulating batch 37 |  Simulating batch 38 |  Simulating batch 39 |  Simulating batch 40 |  Simulating batch 41 |  Simulating batch 42 |  Simulating batch 43 |  Simulating batch 44 |  Simulating batch 45 |  Simulating batch 46 |  Simulating batch 47 |  Simulating batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.4220e-01 seconds |    Reading cross sections          = 1.3838e-01 seconds |  Total time in simulation          = 7.6425e+00 seconds |    Time in transport only          = 7.6229e+00 seconds |    Time in active batches          = 7.6425e+00 seconds |    Time accumulating tallies       = 1.5716e-02 seconds |    Time writing statepoints        = 2.2437e-03 seconds |  Total time for finalization       = 1.3005e-04 seconds |  Total time elapsed                = 7.7853e+00 seconds |  Calculation Rate (active)         = 1.57017e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.98943 +/- 0.00003 |  | ,0.010158480034562812,0.01114713938377823,0.010333012743448085,1.0973235509497132,1.0171809865542336
B4C__2p0cm,B4C,2.0,True,atch 4 |  Simulating batch 5 |  Simulating batch 6 |  Simulating batch 7 |  Simulating batch 8 |  Simulating batch 9 |  Simulating batch 10 |  Simulating batch 11 |  Simulating batch 12 |  Simulating batch 13 |  Simulating batch 14 |  Simulating batch 15 |  Simulating batch 16 |  Simulating batch 17 |  Simulating batch 18 |  Simulating batch 19 |  Simulating batch 20 |  Simulating batch 21 |  Simulating batch 22 |  Simulating batch 23 |  Simulating batch 24 |  Simulating batch 25 |  Simulating batch 26 |  Simulating batch 27 |  Simulating batch 28 |  Simulating batch 29 |  Simulating batch 30 |  Simulating batch 31 |  Simulating batch 32 |  Simulating batch 33 |  Simulating batch 34 |  Simulating batch 35 |  Simulating batch 36 |  Simulating batch 37 |  Simulating batch 38 |  Simulating batch 39 |  Simulating batch 40 |  Simulating batch 41 |  Simulating batch 42 |  Simulating batch 43 |  Simulating batch 44 |  Simulating batch 45 |  Simulating batch 46 |  Simulating batch 47 |  Simulating batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.4023e-01 seconds |    Reading cross sections          = 1.3642e-01 seconds |  Total time in simulation          = 7.9945e+00 seconds |    Time in transport only          = 7.9745e+00 seconds |    Time in active batches          = 7.9945e+00 seconds |    Time accumulating tallies       = 1.6235e-02 seconds |    Time writing statepoints        = 2.1882e-03 seconds |  Total time for finalization       = 1.2867e-04 seconds |  Total time elapsed                = 8.1354e+00 seconds |  Calculation Rate (active)         = 1.50102e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.97760 +/- 0.00004 |  | ,0.022522571971351723,0.023532781693328047,0.020230861141745802,1.0448532131792627,0.8982482625642874
B4C__5p0cm,B4C,5.0,True,atch 4 |  Simulating batch 5 |  Simulating batch 6 |  Simulating batch 7 |  Simulating batch 8 |  Simulating batch 9 |  Simulating batch 10 |  Simulating batch 11 |  Simulating batch 12 |  Simulating batch 13 |  Simulating batch 14 |  Simulating batch 15 |  Simulating batch 16 |  Simulating batch 17 |  Simulating batch 18 |  Simulating batch 19 |  Simulating batch 20 |  Simulating batch 21 |  Simulating batch 22 |  Simulating batch 23 |  Simulating batch 24 |  Simulating batch 25 |  Simulating batch 26 |  Simulating batch 27 |  Simulating batch 28 |  Simulating batch 29 |  Simulating batch 30 |  Simulating batch 31 |  Simulating batch 32 |  Simulating batch 33 |  Simulating batch 34 |  Simulating batch 35 |  Simulating batch 36 |  Simulating batch 37 |  Simulating batch 38 |  Simulating batch 39 |  Simulating batch 40 |  Simulating batch 41 |  Simulating batch 42 |  Simulating batch 43 |  Simulating batch 44 |  Simulating batch 45 |  Simulating batch 46 |  Simulating batch 47 |  Simulating batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.4241e-01 seconds |    Reading cross sections          = 1.3853e-01 seconds |  Total time in simulation          = 8.1841e+00 seconds |    Time in transport only          = 8.1799e+00 seconds |    Time in active batches          = 8.1841e+00 seconds |    Time accumulating tallies       = 3.9059e-04 seconds |    Time writing statepoints        = 2.2573e-03 seconds |  Total time for finalization       = 1.3627e-04 seconds |  Total time elapsed                = 8.3272e+00 seconds |  Calculation Rate (active)         = 1.46626e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.93991 +/- 0.00008 |  | ,0.06197793961076478,0.061887858722361105,0.04243959311435854,0.9985465652945321,0.6847532102694702
B4C__10p0cm,B4C,10.0,True,atch 4 |  Simulating batch 5 |  Simulating batch 6 |  Simulating batch 7 |  Simulating batch 8 |  Simulating batch 9 |  Simulating batch 10 |  Simulating batch 11 |  Simulating batch 12 |  Simulating batch 13 |  Simulating batch 14 |  Simulating batch 15 |  Simulating batch 16 |  Simulating batch 17 |  Simulating batch 18 |  Simulating batch 19 |  Simulating batch 20 |  Simulating batch 21 |  Simulating batch 22 |  Simulating batch 23 |  Simulating batch 24 |  Simulating batch 25 |  Simulating batch 26 |  Simulating batch 27 |  Simulating batch 28 |  Simulating batch 29 |  Simulating batch 30 |  Simulating batch 31 |  Simulating batch 32 |  Simulating batch 33 |  Simulating batch 34 |  Simulating batch 35 |  Simulating batch 36 |  Simulating batch 37 |  Simulating batch 38 |  Simulating batch 39 |  Simulating batch 40 |  Simulating batch 41 |  Simulating batch 42 |  Simulating batch 43 |  Simulating batch 44 |  Simulating batch 45 |  Simulating batch 46 |  Simulating batch 47 |  Simulating batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.4265e-01 seconds |    Reading cross sections          = 1.3882e-01 seconds |  Total time in simulation          = 8.4715e+00 seconds |    Time in transport only          = 8.4592e+00 seconds |    Time in active batches          = 8.4715e+00 seconds |    Time accumulating tallies       = 7.1404e-03 seconds |    Time writing statepoints        = 2.1700e-03 seconds |  Total time for finalization       = 1.2922e-04 seconds |  Total time elapsed                = 8.6148e+00 seconds |  Calculation Rate (active)         = 1.41651e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.88777 +/- 0.00011 |  | ,0.12851329362820946,0.11095575755326828,0.050358204933913076,0.8633796117175602,0.39185210737497694
SiC__0p5cm,SiC,0.5,True,atch 4 |  Simulating batch 5 |  Simulating batch 6 |  Simulating batch 7 |  Simulating batch 8 |  Simulating batch 9 |  Simulating batch 10 |  Simulating batch 11 |  Simulating batch 12 |  Simulating batch 13 |  Simulating batch 14 |  Simulating batch 15 |  Simulating batch 16 |  Simulating batch 17 |  Simulating batch 18 |  Simulating batch 19 |  Simulating batch 20 |  Simulating batch 21 |  Simulating batch 22 |  Simulating batch 23 |  Simulating batch 24 |  Simulating batch 25 |  Simulating batch 26 |  Simulating batch 27 |  Simulating batch 28 |  Simulating batch 29 |  Simulating batch 30 |  Simulating batch 31 |  Simulating batch 32 |  Simulating batch 33 |  Simulating batch 34 |  Simulating batch 35 |  Simulating batch 36 |  Simulating batch 37 |  Simulating batch 38 |  Simulating batch 39 |  Simulating batch 40 |  Simulating batch 41 |  Simulating batch 42 |  Simulating batch 43 |  Simulating batch 44 |  Simulating batch 45 |  Simulating batch 46 |  Simulating batch 47 |  Simulating batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 3.5019e-01 seconds |    Reading cross sections          = 3.4625e-01 seconds |  Total time in simulation          = 7.5735e+00 seconds |    Time in transport only          = 7.5635e+00 seconds |    Time in active batches          = 7.5735e+00 seconds |    Time accumulating tallies       = 6.2173e-03 seconds |    Time writing statepoints        = 2.3769e-03 seconds |  Total time for finalization       = 1.3667e-04 seconds |  Total time elapsed                = 7.9246e+00 seconds |  Calculation Rate (active)         = 1.58447e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.98775 +/- 0.00003 |  | ,0.004233835275106651,0.00521154745056056,0.005067960455941672,1.2309282510830042,1.1970140845439503
SiC__1p0cm,SiC,1.0,True,atch 4 |  Simulating batch 5 |  Simulating batch 6 |  Simulating batch 7 |  Simulating batch 8 |  Simulating batch 9 |  Simulating batch 10 |  Simulating batch 11 |  Simulating batch 12 |  Simulating batch 13 |  Simulating batch 14 |  Simulating batch 15 |  Simulating batch 16 |  Simulating batch 17 |  Simulating batch 18 |  Simulating batch 19 |  Simulating batch 20 |  Simulating batch 21 |  Simulating batch 22 |  Simulating batch 23 |  Simulating batch 24 |  Simulating batch 25 |  Simulating batch 26 |  Simulating batch 27 |  Simulating batch 28 |  Simulating batch 29 |  Simulating batch 30 |  Simulating batch 31 |  Simulating batch 32 |  Simulating batch 33 |  Simulating batch 34 |  Simulating batch 35 |  Simulating batch 36 |  Simulating batch 37 |  Simulating batch 38 |  Simulating batch 39 |  Simulating batch 40 |  Simulating batch 41 |  Simulating batch 42 |  Simulating batch 43 |  Simulating batch 44 |  Simulating batch 45 |  Simulating batch 46 |  Simulating batch 47 |  Simulating batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 7.4088e-01 seconds |    Reading cross sections          = 3.4287e-01 seconds |  Total time in simulation          = 7.7244e+00 seconds |    Time in transport only          = 7.7073e+00 seconds |    Time in active batches          = 7.7244e+00 seconds |    Time accumulating tallies       = 1.2989e-02 seconds |    Time writing statepoints        = 2.4563e-03 seconds |  Total time for finalization       = 1.4048e-04 seconds |  Total time elapsed                = 8.4661e+00 seconds |  Calculation Rate (active)         = 1.55353e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.97551 +/- 0.00004 |  | ,0.009755642735784413,0.010669003113541324,0.010083715355001752,1.0936238034226733,1.0336290112402275
SiC__2p0cm,SiC,2.0,True,atch 4 |  Simulating batch 5 |  Simulating batch 6 |  Simulating batch 7 |  Simulating batch 8 |  Simulating batch 9 |  Simulating batch 10 |  Simulating batch 11 |  Simulating batch 12 |  Simulating batch 13 |  Simulating batch 14 |  Simulating batch 15 |  Simulating batch 16 |  Simulating batch 17 |  Simulating batch 18 |  Simulating batch 19 |  Simulating batch 20 |  Simulating batch 21 |  Simulating batch 22 |  Simulating batch 23 |  Simulating batch 24 |  Simulating batch 25 |  Simulating batch 26 |  Simulating batch 27 |  Simulating batch 28 |  Simulating batch 29 |  Simulating batch 30 |  Simulating batch 31 |  Simulating batch 32 |  Simulating batch 33 |  Simulating batch 34 |  Simulating batch 35 |  Simulating batch 36 |  Simulating batch 37 |  Simulating batch 38 |  Simulating batch 39 |  Simulating batch 40 |  Simulating batch 41 |  Simulating batch 42 |  Simulating batch 43 |  Simulating batch 44 |  Simulating batch 45 |  Simulating batch 46 |  Simulating batch 47 |  Simulating batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 3.5289e-01 seconds |    Reading cross sections          = 3.4881e-01 seconds |  Total time in simulation          = 7.6900e+00 seconds |    Time in transport only          = 7.6678e+00 seconds |    Time in active batches          = 7.6900e+00 seconds |    Time accumulating tallies       = 1.8122e-02 seconds |    Time writing statepoints        = 2.3252e-03 seconds |  Total time for finalization       = 1.2996e-04 seconds |  Total time elapsed                = 8.0438e+00 seconds |  Calculation Rate (active)         = 1.56047e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.95169 +/- 0.00005 |  | ,0.021301025841938877,0.021950160736644124,0.019579121330851188,1.0304743489596255,0.9191633058489845
SiC__5p0cm,SiC,5.0,True,batch 4 |  Simulating batch 5 |  Simulating batch 6 |  Simulating batch 7 |  Simulating batch 8 |  Simulating batch 9 |  Simulating batch 10 |  Simulating batch 11 |  Simulating batch 12 |  Simulating batch 13 |  Simulating batch 14 |  Simulating batch 15 |  Simulating batch 16 |  Simulating batch 17 |  Simulating batch 18 |  Simulating batch 19 |  Simulating batch 20 |  Simulating batch 21 |  Simulating batch 22 |  Simulating batch 23 |  Simulating batch 24 |  Simulating batch 25 |  Simulating batch 26 |  Simulating batch 27 |  Simulating batch 28 |  Simulating batch 29 |  Simulating batch 30 |  Simulating batch 31 |  Simulating batch 32 |  Simulating batch 33 |  Simulating batch 34 |  Simulating batch 35 |  Simulating batch 36 |  Simulating batch 37 |  Simulating batch 38 |  Simulating batch 39 |  Simulating batch 40 |  Simulating batch 41 |  Simulating batch 42 |  Simulating batch 43 |  Simulating batch 44 |  Simulating batch 45 |  Simulating batch 46 |  Simulating batch 47 |  Simulating batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 3.6506e-01 seconds |    Reading cross sections          = 3.6108e-01 seconds |  Total time in simulation          = 7.9439e+00 seconds |    Time in transport only          = 7.9056e+00 seconds |    Time in active batches          = 7.9439e+00 seconds |    Time accumulating tallies       = 3.4184e-02 seconds |    Time writing statepoints        = 2.3104e-03 seconds |  Total time for finalization       = 1.2973e-04 seconds |  Total time elapsed                = 8.3098e+00 seconds |  Calculation Rate (active)         = 1.5106e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.88833 +/- 0.00011 |  | ,0.057581109949176305,0.05537075238284688,0.04118211674458265,0.9616131476402524,0.7152018566667411
SiC__10p0cm,SiC,10.0,True,atch 4 |  Simulating batch 5 |  Simulating batch 6 |  Simulating batch 7 |  Simulating batch 8 |  Simulating batch 9 |  Simulating batch 10 |  Simulating batch 11 |  Simulating batch 12 |  Simulating batch 13 |  Simulating batch 14 |  Simulating batch 15 |  Simulating batch 16 |  Simulating batch 17 |  Simulating batch 18 |  Simulating batch 19 |  Simulating batch 20 |  Simulating batch 21 |  Simulating batch 22 |  Simulating batch 23 |  Simulating batch 24 |  Simulating batch 25 |  Simulating batch 26 |  Simulating batch 27 |  Simulating batch 28 |  Simulating batch 29 |  Simulating batch 30 |  Simulating batch 31 |  Simulating batch 32 |  Simulating batch 33 |  Simulating batch 34 |  Simulating batch 35 |  Simulating batch 36 |  Simulating batch 37 |  Simulating batch 38 |  Simulating batch 39 |  Simulating batch 40 |  Simulating batch 41 |  Simulating batch 42 |  Simulating batch 43 |  Simulating batch 44 |  Simulating batch 45 |  Simulating batch 46 |  Simulating batch 47 |  Simulating batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 3.7649e-01 seconds |    Reading cross sections          = 3.4960e-01 seconds |  Total time in simulation          = 7.6824e+00 seconds |    Time in transport only          = 7.6733e+00 seconds |    Time in active batches          = 7.6824e+00 seconds |    Time accumulating tallies       = 5.0679e-03 seconds |    Time writing statepoints        = 2.3766e-03 seconds |  Total time for finalization       = 1.3422e-04 seconds |  Total time elapsed                = 8.0596e+00 seconds |  Calculation Rate (active)         = 1.56202e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.81251 +/- 0.00013 |  | ,0.11883442983716204,0.09894237746697136,0.053742710534668385,0.8326069944758551,0.452248650566268
TiB2__0p5cm,TiB2,0.5,True,atch 4 |  Simulating batch 5 |  Simulating batch 6 |  Simulating batch 7 |  Simulating batch 8 |  Simulating batch 9 |  Simulating batch 10 |  Simulating batch 11 |  Simulating batch 12 |  Simulating batch 13 |  Simulating batch 14 |  Simulating batch 15 |  Simulating batch 16 |  Simulating batch 17 |  Simulating batch 18 |  Simulating batch 19 |  Simulating batch 20 |  Simulating batch 21 |  Simulating batch 22 |  Simulating batch 23 |  Simulating batch 24 |  Simulating batch 25 |  Simulating batch 26 |  Simulating batch 27 |  Simulating batch 28 |  Simulating batch 29 |  Simulating batch 30 |  Simulating batch 31 |  Simulating batch 32 |  Simulating batch 33 |  Simulating batch 34 |  Simulating batch 35 |  Simulating batch 36 |  Simulating batch 37 |  Simulating batch 38 |  Simulating batch 39 |  Simulating batch 40 |  Simulating batch 41 |  Simulating batch 42 |  Simulating batch 43 |  Simulating batch 44 |  Simulating batch 45 |  Simulating batch 46 |  Simulating batch 47 |  Simulating batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.7931e-01 seconds |    Reading cross sections          = 1.7565e-01 seconds |  Total time in simulation          = 8.4225e+00 seconds |    Time in transport only          = 8.3968e+00 seconds |    Time in active batches          = 8.4225e+00 seconds |    Time accumulating tallies       = 2.1763e-02 seconds |    Time writing statepoints        = 2.1606e-03 seconds |  Total time for finalization       = 1.3044e-04 seconds |  Total time elapsed                = 8.6032e+00 seconds |  Calculation Rate (active)         = 1.42476e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.00258 +/- 0.00004 |  | ,0.0044392268034988015,0.005453233623238742,0.005222179851900406,1.2284196921276347,1.1763714905903242
TiB2__1p0cm,TiB2,1.0,True,atch 4 |  Simulating batch 5 |  Simulating batch 6 |  Simulating batch 7 |  Simulating batch 8 |  Simulating batch 9 |  Simulating batch 10 |  Simulating batch 11 |  Simulating batch 12 |  Simulating batch 13 |  Simulating batch 14 |  Simulating batch 15 |  Simulating batch 16 |  Simulating batch 17 |  Simulating batch 18 |  Simulating batch 19 |  Simulating batch 20 |  Simulating batch 21 |  Simulating batch 22 |  Simulating batch 23 |  Simulating batch 24 |  Simulating batch 25 |  Simulating batch 26 |  Simulating batch 27 |  Simulating batch 28 |  Simulating batch 29 |  Simulating batch 30 |  Simulating batch 31 |  Simulating batch 32 |  Simulating batch 33 |  Simulating batch 34 |  Simulating batch 35 |  Simulating batch 36 |  Simulating batch 37 |  Simulating batch 38 |  Simulating batch 39 |  Simulating batch 40 |  Simulating batch 41 |  Simulating batch 42 |  Simulating batch 43 |  Simulating batch 44 |  Simulating batch 45 |  Simulating batch 46 |  Simulating batch 47 |  Simulating batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.7681e-01 seconds |    Reading cross sections          = 1.7318e-01 seconds |  Total time in simulation          = 8.6380e+00 seconds |    Time in transport only          = 8.5744e+00 seconds |    Time in active batches          = 8.6380e+00 seconds |    Time accumulating tallies       = 5.9533e-02 seconds |    Time writing statepoints        = 2.1489e-03 seconds |  Total time for finalization       = 1.2893e-04 seconds |  Total time elapsed                = 8.8162e+00 seconds |  Calculation Rate (active)         = 1.38922e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.00437 +/- 0.00005 |  | ,0.010422284716547249,0.01149321605544713,0.01054401336276802,1.102753989938462,1.0116796508185488
TiB2__2p0cm,TiB2,2.0,True,atch 4 |  Simulating batch 5 |  Simulating batch 6 |  Simulating batch 7 |  Simulating batch 8 |  Simulating batch 9 |  Simulating batch 10 |  Simulating batch 11 |  Simulating batch 12 |  Simulating batch 13 |  Simulating batch 14 |  Simulating batch 15 |  Simulating batch 16 |  Simulating batch 17 |  Simulating batch 18 |  Simulating batch 19 |  Simulating batch 20 |  Simulating batch 21 |  Simulating batch 22 |  Simulating batch 23 |  Simulating batch 24 |  Simulating batch 25 |  Simulating batch 26 |  Simulating batch 27 |  Simulating batch 28 |  Simulating batch 29 |  Simulating batch 30 |  Simulating batch 31 |  Simulating batch 32 |  Simulating batch 33 |  Simulating batch 34 |  Simulating batch 35 |  Simulating batch 36 |  Simulating batch 37 |  Simulating batch 38 |  Simulating batch 39 |  Simulating batch 40 |  Simulating batch 41 |  Simulating batch 42 |  Simulating batch 43 |  Simulating batch 44 |  Simulating batch 45 |  Simulating batch 46 |  Simulating batch 47 |  Simulating batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Creating state point statepoint.60.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.7791e-01 seconds |    Reading cross sections          = 1.7428e-01 seconds |  Total time in simulation          = 8.1921e+00 seconds |    Time in transport only          = 8.1249e+00 seconds |    Time in active batches          = 8.1921e+00 seconds |    Time accumulating tallies       = 2.3967e-02 seconds |    Time writing statepoints        = 4.1548e-02 seconds |  Total time for finalization       = 1.0841e-04 seconds |  Total time elapsed                = 8.3714e+00 seconds |  Calculation Rate (active)         = 1.46482e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.00589 +/- 0.00007 |  | ,0.023356795072394874,0.024703015117167066,0.02080269945375748,1.0576371904021744,0.8906487122603541
