campaign,run_name,front_material,back_material,thickness_cm,ok,message,front_flux,mid_flux,back_flux,attenuation_mid_vs_front,attenuation_back_vs_front,high_energy_survival,low_energy_build_ratio,spectrum_softening_factor,composite_score
single,single__B4C__1p0cm,B4C,,1.0,True,g batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.4356e-01 seconds |    Reading cross sections          = 1.3952e-01 seconds |  Total time in simulation          = 2.4611e+01 seconds |    Time in transport only          = 2.4591e+01 seconds |    Time in active batches          = 2.4611e+01 seconds |    Time accumulating tallies       = 1.4770e-02 seconds |    Time writing statepoints        = 2.8383e-03 seconds |  Total time for finalization       = 8.9960e-04 seconds |  Total time elapsed                = 2.4756e+01 seconds |  Calculation Rate (active)         = 975156 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.98942 +/- 0.00002 |  | ,0.00829805368862188,0.009292743956455301,0.008607482662726554,1.1198703099736895,1.0372893434672465,1.0179251498749355,1.1340676162739924,1.0932992066420384,1.9145465771522794
single,single__B4C__2p0cm,B4C,,2.0,True,g batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.4346e-01 seconds |    Reading cross sections          = 1.3949e-01 seconds |  Total time in simulation          = 2.4400e+01 seconds |    Time in transport only          = 2.4366e+01 seconds |    Time in active batches          = 2.4400e+01 seconds |    Time accumulating tallies       = 2.8757e-02 seconds |    Time writing statepoints        = 2.7827e-03 seconds |  Total time for finalization       = 8.8042e-04 seconds |  Total time elapsed                = 2.4544e+01 seconds |  Calculation Rate (active)         = 983622 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.97758 +/- 0.00003 |  | ,0.018592044724208327,0.01960455339515641,0.016848501670645277,1.0544592424323138,0.9062210166000291,0.8657703258105216,1.066925255364193,1.177334486643584,1.4361256725082552
single,single__B4C__5p0cm,B4C,,5.0,True,g batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.4391e-01 seconds |    Reading cross sections          = 1.3989e-01 seconds |  Total time in simulation          = 2.4840e+01 seconds |    Time in transport only          = 2.4818e+01 seconds |    Time in active batches          = 2.4840e+01 seconds |    Time accumulating tallies       = 1.7080e-02 seconds |    Time writing statepoints        = 2.8169e-03 seconds |  Total time for finalization       = 8.8972e-04 seconds |  Total time elapsed                = 2.4985e+01 seconds |  Calculation Rate (active)         = 966180 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.93988 +/- 0.00006 |  | ,0.051436698269814805,0.05159748208313282,0.03530869833908596,1.0031258579715714,0.6864495491890189,0.6137055033763783,0.9494848533419095,1.3831822811503338,0.8008542550120755
single,single__B4C__10p0cm,B4C,,10.0,True,g batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.4666e-01 seconds |    Reading cross sections          = 1.4268e-01 seconds |  Total time in simulation          = 2.5300e+01 seconds |    Time in transport only          = 2.5231e+01 seconds |    Time in active batches          = 2.5300e+01 seconds |    Time accumulating tallies       = 6.3128e-02 seconds |    Time writing statepoints        = 2.7742e-03 seconds |  Total time for finalization       = 8.9808e-04 seconds |  Total time elapsed                = 2.5448e+01 seconds |  Calculation Rate (active)         = 948619 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.88774 +/- 0.00008 |  | ,0.10677172795388559,0.09255739414628969,0.04179371083736165,0.8668717451708281,0.39143049979871297,0.3237165156245665,0.6891705598489976,1.7606460411366245,0.29429141644406626
single,single__SiC__0p5cm,SiC,,0.5,True,ch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 3.6369e-01 seconds |    Reading cross sections          = 3.5970e-01 seconds |  Total time in simulation          = 2.3609e+01 seconds |    Time in transport only          = 2.3574e+01 seconds |    Time in active batches          = 2.3609e+01 seconds |    Time accumulating tallies       = 2.8776e-02 seconds |    Time writing statepoints        = 3.0373e-03 seconds |  Total time for finalization       = 8.9341e-04 seconds |  Total time elapsed                = 2.3974e+01 seconds |  Calculation Rate (active)         = 1.01658e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.98772 +/- 0.00002 |  | ,0.003360099477658624,0.00434308699760736,0.00422258939005322,1.2925471482272004,1.256685826752842,1.2586394379986645,1.3073696940100963,1.0403313749370635,2.728361595025085
single,single__SiC__1p0cm,SiC,,1.0,True,ch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 3.5545e-01 seconds |    Reading cross sections          = 3.5134e-01 seconds |  Total time in simulation          = 2.3442e+01 seconds |    Time in transport only          = 2.3434e+01 seconds |    Time in active batches          = 2.3442e+01 seconds |    Time accumulating tallies       = 2.6454e-03 seconds |    Time writing statepoints        = 3.0171e-03 seconds |  Total time for finalization       = 8.9660e-04 seconds |  Total time elapsed                = 2.3799e+01 seconds |  Calculation Rate (active)         = 1.02379e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.97548 +/- 0.00003 |  | ,0.007960327931349999,0.008889171455786118,0.008402658180533701,1.1166840778981069,1.0555668375723168,1.0468354325561886,1.2659615624403435,1.1993191879250535,1.8014984053680605
single,single__SiC__2p0cm,SiC,,2.0,True,g batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 3.5050e-01 seconds |    Reading cross sections          = 3.4649e-01 seconds |  Total time in simulation          = 2.4159e+01 seconds |    Time in transport only          = 2.4151e+01 seconds |    Time in active batches          = 2.4159e+01 seconds |    Time accumulating tallies       = 2.6397e-03 seconds |    Time writing statepoints        = 3.0376e-03 seconds |  Total time for finalization       = 9.0914e-04 seconds |  Total time elapsed                = 2.4511e+01 seconds |  Calculation Rate (active)         = 993438 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.95164 +/- 0.00004 |  | ,0.01757521135117683,0.018295528841461225,0.016304578140678642,1.0409848550831886,0.9277031049522424,0.9051959217775147,1.2204927611401104,1.3156070672019815,1.3434529322910647
single,single__SiC__5p0cm,SiC,,5.0,True,ch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 3.5682e-01 seconds |    Reading cross sections          = 3.4923e-01 seconds |  Total time in simulation          = 2.3921e+01 seconds |    Time in transport only          = 2.3540e+01 seconds |    Time in active batches          = 2.3921e+01 seconds |    Time accumulating tallies       = 3.9657e-03 seconds |    Time writing statepoints        = 3.7425e-01 seconds |  Total time for finalization       = 7.5493e-04 seconds |  Total time elapsed                = 2.4280e+01 seconds |  Calculation Rate (active)         = 1.00329e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.88828 +/- 0.00006 |  | ,0.047794064579935014,0.046165145196030946,0.03428042439005341,0.9659179565868536,0.7172527528542755,0.6713943826510232,1.0707757997201748,1.492884893726484,0.8030171831059177
single,single__SiC__10p0cm,SiC,,10.0,True,ch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 3.4580e-01 seconds |    Reading cross sections          = 3.4187e-01 seconds |  Total time in simulation          = 2.2579e+01 seconds |    Time in transport only          = 2.2552e+01 seconds |    Time in active batches          = 2.2579e+01 seconds |    Time accumulating tallies       = 2.1197e-02 seconds |    Time writing statepoints        = 3.0073e-03 seconds |  Total time for finalization       = 8.9316e-04 seconds |  Total time elapsed                = 2.2926e+01 seconds |  Calculation Rate (active)         = 1.06295e+06 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.81250 +/- 0.00009 |  | ,0.09877863569109455,0.0825153187459863,0.04468971124461677,0.835355926599678,0.4524228435830259,0.4036964331281624,0.8441045187491697,1.8657424812281684,0.3403815575797728
single,single__TiB2__0p5cm,TiB2,,0.5,True,g batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.8024e-01 seconds |    Reading cross sections          = 1.7650e-01 seconds |  Total time in simulation          = 2.4026e+01 seconds |    Time in transport only          = 2.4001e+01 seconds |    Time in active batches          = 2.4026e+01 seconds |    Time accumulating tallies       = 1.7217e-02 seconds |    Time writing statepoints        = 2.7024e-03 seconds |  Total time for finalization       = 8.8725e-04 seconds |  Total time elapsed                = 2.4208e+01 seconds |  Calculation Rate (active)         = 998924 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.00253 +/- 0.00003 |  | ,0.0035340209320737885,0.004543631570873932,0.004350170160228254,1.285683265098177,1.2309406887625713,1.234066941356577,0.9858418178461068,0.8008849060278957,3.433706739678985
single,single__TiB2__1p0cm,TiB2,,1.0,True,g batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.8056e-01 seconds |    Reading cross sections          = 1.7693e-01 seconds |  Total time in simulation          = 2.5168e+01 seconds |    Time in transport only          = 2.5149e+01 seconds |    Time in active batches          = 2.5168e+01 seconds |    Time accumulating tallies       = 1.3658e-02 seconds |    Time writing statepoints        = 2.7793e-03 seconds |  Total time for finalization       = 8.8644e-04 seconds |  Total time elapsed                = 2.5350e+01 seconds |  Calculation Rate (active)         = 953608 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.00430 +/- 0.00003 |  | ,0.008521629772436867,0.009581392581987452,0.008783286072642709,1.1243615174386452,1.0307049598718976,1.011971501252546,0.968003997123098,0.9391669146910194,2.2080728920738855
single,single__TiB2__2p0cm,TiB2,,2.0,True,g batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.7676e-01 seconds |    Reading cross sections          = 1.7309e-01 seconds |  Total time in simulation          = 2.5146e+01 seconds |    Time in transport only          = 2.5131e+01 seconds |    Time in active batches          = 2.5146e+01 seconds |    Time accumulating tallies       = 9.5057e-03 seconds |    Time writing statepoints        = 2.7635e-03 seconds |  Total time for finalization       = 8.8562e-04 seconds |  Total time elapsed                = 2.5325e+01 seconds |  Calculation Rate (active)         = 954407 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.00582 +/- 0.00004 |  | ,0.019295162874762406,0.02058900019153864,0.017322025038880588,1.0670550088213322,0.897739249536855,0.8529095572198612,0.9225973988743307,1.0276897209860199,1.6186107551627957
single,single__TiB2__5p0cm,TiB2,,5.0,True,g batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.7761e-01 seconds |    Reading cross sections          = 1.7397e-01 seconds |  Total time in simulation          = 2.6971e+01 seconds |    Time in transport only          = 2.6960e+01 seconds |    Time in active batches          = 2.6971e+01 seconds |    Time accumulating tallies       = 5.1009e-03 seconds |    Time writing statepoints        = 2.8383e-03 seconds |  Total time for finalization       = 8.9369e-04 seconds |  Total time elapsed                = 2.7151e+01 seconds |  Calculation Rate (active)         = 889848 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.99999 +/- 0.00007 |  | ,0.05415189017557452,0.05549379420934629,0.036300192059565285,1.0247803729365856,0.6703402585185968,0.5859419707575692,0.8571451281169238,1.278671715184745,0.8314258758116972
single,single__TiB2__10p0cm,TiB2,,10.0,True,g batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.7915e-01 seconds |    Reading cross sections          = 1.7535e-01 seconds |  Total time in simulation          = 2.8044e+01 seconds |    Time in transport only          = 2.8018e+01 seconds |    Time in active batches          = 2.8044e+01 seconds |    Time accumulating tallies       = 1.9069e-02 seconds |    Time writing statepoints        = 2.7470e-03 seconds |  Total time for finalization       = 8.8935e-04 seconds |  Total time elapsed                = 2.8225e+01 seconds |  Calculation Rate (active)         = 855805 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 0.98030 +/- 0.00010 |  | ,0.11302725226474142,0.09999676236899926,0.0425248108045077,0.884713733770851,0.37623502254927604,0.299135727165618,0.6071184677228267,1.613668136503959,0.30290017417315923
single,single__Pb__0p5cm,Pb,,0.5,True,g batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 1.9880e-01 seconds |    Reading cross sections          = 1.9496e-01 seconds |  Total time in simulation          = 2.5119e+01 seconds |    Time in transport only          = 2.5087e+01 seconds |    Time in active batches          = 2.5119e+01 seconds |    Time accumulating tallies       = 2.6033e-02 seconds |    Time writing statepoints        = 2.9302e-03 seconds |  Total time for finalization       = 8.9444e-04 seconds |  Total time elapsed                = 2.5320e+01 seconds |  Calculation Rate (active)         = 955459 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.03555 +/- 0.00004 |  | ,0.0036655100095918753,0.004731318570918395,0.004539167272732932,1.2907667851233582,1.2383453491751155,1.2662700138357983,1.002947877425422,0.8099096734951705,3.46510854660797
single,single__Pb__1p0cm,Pb,,1.0,True,g batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 2.0366e-01 seconds |    Reading cross sections          = 1.9990e-01 seconds |  Total time in simulation          = 2.5035e+01 seconds |    Time in transport only          = 2.5011e+01 seconds |    Time in active batches          = 2.5035e+01 seconds |    Time accumulating tallies       = 1.7500e-02 seconds |    Time writing statepoints        = 3.0505e-03 seconds |  Total time for finalization       = 8.9857e-04 seconds |  Total time elapsed                = 2.5241e+01 seconds |  Calculation Rate (active)         = 958666 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.07024 +/- 0.00005 |  | ,0.008972525687593701,0.01023163639303874,0.009441502450172595,1.140329573777204,1.0522680880398423,1.0542446488230757,1.008514865017756,0.9584200798971135,2.2553952429869635
single,single__Pb__2p0cm,Pb,,2.0,True,g batch 48 |  Simulating batch 49 |  Simulating batch 50 |  Simulating batch 51 |  Simulating batch 52 |  Simulating batch 53 |  Simulating batch 54 |  Simulating batch 55 |  Simulating batch 56 |  Simulating batch 57 |  Simulating batch 58 |  Simulating batch 59 |  Simulating batch 60 |  Simulating batch 61 |  Simulating batch 62 |  Simulating batch 63 |  Simulating batch 64 |  Simulating batch 65 |  Simulating batch 66 |  Simulating batch 67 |  Simulating batch 68 |  Simulating batch 69 |  Simulating batch 70 |  Simulating batch 71 |  Simulating batch 72 |  Simulating batch 73 |  Simulating batch 74 |  Simulating batch 75 |  Simulating batch 76 |  Simulating batch 77 |  Simulating batch 78 |  Simulating batch 79 |  Simulating batch 80 |  Creating state point statepoint.80.h5... |  |  =======================>     TIMING STATISTICS     <======================= |  |  Total time for initialization     = 2.0504e-01 seconds |    Reading cross sections          = 2.0138e-01 seconds |  Total time in simulation          = 2.6374e+01 seconds |    Time in transport only          = 2.6353e+01 seconds |    Time in active batches          = 2.6374e+01 seconds |    Time accumulating tallies       = 1.5298e-02 seconds |    Time writing statepoints        = 2.9293e-03 seconds |  Total time for finalization       = 8.9631e-04 seconds |  Total time elapsed                = 2.6581e+01 seconds |  Calculation Rate (active)         = 910000 particles/second |  |  ============================>     RESULTS     <============================ |  |  Leakage Fraction            = 1.13628 +/- 0.00007 |  | ,0.020756508818986816,0.022833441019353296,0.01948302522868481,1.1000617309239706,0.938646542084327,0.9126058133713373,0.9539857732546196,1.016341860843169,1.7663946574059424
