edge_drive,v_tor,v_pol,tct_gain,edge_shear,residual_instability,stability_margin,stability_window_shift,event_amplitude,event_frequency,heat_pulse_severity,wetted_fraction,peak_heat_flux,divertor_load_proxy,freq_severity_product,damage_index
0.7,0.4,0.1,0.0,5.8125,0.3746208244244702,-0.3746208244244702,0.12738715993511254,0.7930485251852699,0.9750344157049472,0.7875048276397075,0.27195120354234814,2.895757832221094,2.1578692806176085,0.7678443094825074,1.3861775667416238
1.15,0.6,0.2,0.6,9.125,0.3884454332545655,-0.3884454332545655,0.3662380522311791,0.8186240515209462,1.392282124464499,0.9085408945000905,0.3596271009702717,2.5263415689442,1.9601113328887618,1.2649452467574622,1.388427962141156
1.0,0.2,0.2,0.6,4.125,0.3728999099817947,-0.3728999099817947,0.3006824454514582,0.7898648334663202,1.2750653227206166,0.8506988725567824,0.3080448222937515,2.761607438236881,2.0927894402488465,1.0846966324746785,1.4159565653991388
0.7,0.0,0.0,0.6,0.0,0.34306040631242457,-0.34306040631242457,0.21,0.7346617516779854,0.993,0.7332218146446966,0.22857367738254103,3.2078138788377464,2.341706656370179,0.7280892619421837,1.4560419504560662
0.85,0.2,0.3,0.2,4.9375,0.3881003711037999,-0.3881003711037999,0.16869470112460047,0.8179856865420299,1.1155775783937585,0.8444571118891893,0.27854650949368936,3.0316556952163887,2.266136191051869,0.9420574199387289,1.4728312457452262
1.0,0.4,0.1,0.4,5.8125,0.3970116381297909,-0.3970116381297909,0.26738715993511253,0.8344715305401131,1.2620344157049472,0.8956964033198108,0.3090515931675091,2.8982099530363343,2.1973302106355512,1.1303996870127402,1.4765984553140352
0.85,0.0,0.2,0.6,1.625,0.36796085819078983,-0.36796085819078983,0.23844341859148754,0.7807275876529612,1.1329434185914873,0.8097895141105168,0.2611338269448486,3.101051761790877,2.299109975102751,0.9174457004559083,1.4793669756988115
1.15,0.4,0.3,0.6,7.437499999999999,0.408684889987466,-0.408684889987466,0.3464899127791883,0.8560670464768121,1.3986371685490229,0.9516198866555915,0.3446162986686086,2.761389668254467,2.1279702446948607,1.3309709438069186,1.4801631639190502
1.15,0.6,0.1,0.6,8.3125,0.415367600138717,-0.415367600138717,0.36390275766287616,0.8684300602566264,1.397946829896196,0.9651949773070188,0.3507712118041839,2.751636807201366,2.1263821667383445,1.3492912587580776,1.4835661975884542
1.0,0.6,0.3,0.2,9.937499999999998,0.41795768526378774,-0.41795768526378774,0.2280187765999527,0.8732217177380073,1.2265628488332725,0.9286168057474732,0.32022577527524165,2.899881513127121,2.2099388655442445,1.1390068747320743,1.4880892563516845
0.7,0.0,0.3,0.2,2.4375,0.3674183704744052,-0.3674183704744052,0.11126077838728139,0.7797239853776495,0.9782607783872813,0.774977819473484,0.23799418275156092,3.2562889164500017,2.3878300325082207,0.7581304049110085,1.4887296750536472
0.7,0.2,0.3,0.0,4.9375,0.3934466864647843,-0.3934466864647843,0.09869470112460045,0.827876369959851,0.9720775783937587,0.8214038023086893,0.25785416165444186,3.185536339760447,2.3580899516523317,0.7984682190316564,1.4890510625803912
0.85,0.6,0.3,0.0,9.937499999999998,0.42330400062477214,-0.42330400062477214,0.15801877659995273,0.8831124011558285,1.0830628488332723,0.903651474082227,0.29953342743599415,3.016863532786583,2.2772393122400585,0.9787113398718827,1.4924746768875725
0.7,0.2,0.0,0.2,2.5,0.37240071203277003,-0.37240071203277003,0.13980702325584246,0.7889413172606246,0.9831899005250007,0.7852279062941598,0.23859419488556946,3.2910603993142318,2.4140190267572064,0.7720281470788095,1.504747874195599
0.7,0.0,0.1,0.4,0.8125,0.3574971934699963,-0.3574971934699963,0.154521612772652,0.7613698079194932,0.9835216127726519,0.7578568868944227,0.22482602062075657,3.3708593195838255,2.4563084681425345,0.7453686276492638,1.515553371569314
0.85,0.4,0.0,0.2,5.0,0.40750022533380525,-0.40750022533380525,0.19098253125006764,0.8538754168675398,1.1201297870199023,0.8825966610190915,0.2769275651580184,3.187102954216459,2.3805257515973803,0.9886228099317919,1.5383140525256307
0.7,0.4,0.0,0.0,5.0,0.41284654069478965,-0.41284654069478965,0.12098253125006767,0.8637661002853608,0.9766297870199023,0.8581139089213369,0.2562352173187709,3.348930400358649,2.47714462835559,0.8380596041086611,1.5563461328333332
1.0,0.2,0.3,0.4,4.9375,0.415837500170105,-0.415837500170105,0.23869470112460045,0.8692993753146943,1.2590775783937587,0.932359848890301,0.2949545512796028,3.1610288596851266,2.3809947059069376,1.173913380732371,1.5724898592462382
