fB,nB_m3,required_path_m,loss_eV_per_effective_pass,electron_loss_fraction,fusion_energy_per_collision_loss,collisional_MeV_per_initial_proton
0.1,2.673610486111459e+18,2465.3579221871305,493.7537551676465,0.8066542610872592,0.01100267202637862,182.1258504475796
0.25,6.684026215278647e+18,986.1431688748521,194.21587280930933,0.8203007607413768,0.0279720218091364,71.63840403361488
0.5,1.3368052430557295e+19,493.07158443742605,94.36991202319699,0.8441007562578089,0.057567189726393686,34.80925522895997
0.75,2.005207864583594e+19,328.71438962495074,61.08792509449287,0.8693230725335243,0.08893100594756029,22.532872294075002
1.0,2.673610486111459e+19,246.53579221871303,44.446931630140796,0.8960991364896062,0.12222689915041167,16.394680826632516
