phase_space_energy_recovery_fraction,unrecovered_shape_power_over_Pfusion,direct_electric_after_shape_recovery_over_Pfusion,positive_before_other_plant_loads
0.9,221.58998697724687,-220.90198615612505,False
0.95,110.79499348862356,-110.10699266750173,False
0.99,22.158998697724712,-21.47099787660288,False
0.995,11.079499348862356,-10.391498527740525,False
0.999,2.215899869772471,-1.5278990486506403,False
0.9995,1.1079499348861126,-0.4199491137642817,False
0.9997,0.6647699609316675,0.023230860190163405,True
0.9999,0.22158998697722251,0.4664108341446084,True
