optical_to_proton_efficiency,optical_input_MeV_per_initial_proton,resonance_exposure_per_optical_MeV
0.01,148.19911128007735,0.2097683739158486
0.02,74.09955564003867,0.4195367478316972
0.05,29.639822256015467,1.048841869579243
0.1,14.819911128007734,2.097683739158486
0.2,7.409955564003867,4.195367478316972
0.3,4.939970376002578,6.293051217475458
